paramID,beta0,sigma0,kappa,delta,omega,gamma,rho,nPulse,theta,Nall,tc,tau,A
8137,2.0948e-02,6.0371e-04,2.3244e-01,5.2304e-04,2.4736e-01,6.1591e-03,1.12734,6,0.23149,1,"110.2|542.5|592.9|505.3|184.5|320.1","11.41|0.3227|0.7633|0.789|0.3057|0.4944","2.433|0.0007689|0.0005847|0.04715|55.21|3.173"
8138,4.8127e-03,3.0101e-01,7.9591e+00,1.7479e-02,2.6763e-02,1.1226e-03,1.76798,37,0.99189,1,"337.6|520.4|305.1|451|493.9|148.1|540.5|664.7|50.06|479.8|333.2|538.3|395.3|571.7|243.8|378.7|160.4|111.9|119.4|649|318.6|193.5|552.9|697.5|261.8|506.4|647.6|302.9|648.8|486.8|185.8|264.3|715.1|719.7|172.7|264.6|249.7","0.1808|4.055|0.272|4.36|0.8037|0.839|6.002|0.9563|2.531|10.89|4.831|1.437|3.596|1.079|1.126|1.244|0.3398|3.331|1.001|1.796|1.337|0.5302|2.397|8.167|4.197|0.182|2.301|0.4447|1.361|1.245|5.974|3.524|5.541|0.4253|10.15|0.2628|0.3188","0.002086|0.1211|14.65|0.005242|45.09|2.503|0.007073|0.005601|0.3882|0.1396|0.2238|0.1168|0.5901|0.0002431|1.89|0.2021|6.189|0.001651|0.6695|0.03148|52.05|10.28|0.0002774|3.302|1.627|0.0241|1.304|0.07129|14.82|0.04874|25.89|0.1233|1.63|1.145|0.08924|0.9307|0.0006151"
8139,2.3836e-02,3.1248e-01,4.0267e+00,6.2467e-03,3.9530e-03,1.9562e-05,39.30308,1,0.85440,1,"527.2","4.371","0.01284"
8140,3.3588e-03,8.3762e-02,2.4419e+00,1.9714e-02,3.2015e-01,1.0439e-04,1.53658,1,0.43579,1,"428.3","0.2841","0.8645"
8141,4.7995e-03,6.3899e-02,6.7025e+00,1.4228e-02,4.2810e-02,1.8673e-05,1.88201,27,0.82841,1,"639.9|249.5|189.4|670.7|79.23|713.3|613.7|459.1|488.2|424.4|270.5|447.6|620.9|96.52|532.2|148.9|530.2|84.45|133.9|699.5|591.8|49.89|129.3|550.5|433|432.5|39.65","2.948|6.337|0.7498|1.452|0.352|0.2989|3.365|8.785|0.9392|0.6942|1.346|1.526|0.2848|7.048|0.9936|0.2944|0.1928|11.12|5.852|0.6332|0.4535|0.3735|0.3219|2.641|1.298|3.721|6.478","0.002763|0.001355|0.7293|70.17|0.1332|0.00233|0.2378|13.72|0.007218|0.3871|0.8387|2.482|0.1145|0.007416|59|2.251|0.03502|0.0001136|0.0001748|0.1913|0.0005049|0.0001141|0.0001185|53.22|34.24|0.04134|0.0008468"
8142,2.6807e-01,6.2437e-04,3.0137e+00,3.6184e-04,2.4649e-02,5.7523e-04,7.71045,39,0.96532,1,"441.5|421.4|705.2|593.8|304.8|469.3|452.7|265.2|248.9|617.6|428.9|300.6|190.5|348.3|431.9|251.2|279.8|242.2|11.68|704.3|654.1|482.6|318.5|385.9|498.2|304.2|540.8|526.8|375.4|215.5|676.9|418.8|694.3|203.7|380.9|213.7|15.46|268.8|168.4","0.3264|0.2424|11.05|6.663|4.582|2.709|0.1981|0.7356|0.2865|0.4108|3.484|0.3339|4.391|0.215|0.8173|3.628|8.728|6.211|8.364|1.024|0.6981|10.5|4.651|3.956|0.4186|5.849|7.141|0.7968|6.494|0.2359|0.6724|1.191|0.2936|1.036|6.345|11|6.29|5.281|0.6769","0.0678|0.002816|0.0001838|0.0009538|58.26|85.55|0.03789|0.00999|0.02191|0.9762|0.000522|0.02014|0.2337|39.39|0.0005976|3.262|0.1169|0.0002391|0.09888|5.26|0.008518|3.056|60.83|0.0005116|0.08469|48.82|0.01808|0.007767|0.0001143|1.968|0.06989|0.003391|1.956|0.9167|0.001964|0.001576|45.09|0.0007161|0.0006099"
8143,4.2376e+00,2.2436e-04,6.4738e+00,1.7040e-02,8.7336e-03,4.9365e-02,1.47322,1,0.96927,1,"91.61","1.648","0.005472"
8144,2.6302e-02,1.7603e-03,2.2740e-01,2.1377e-02,8.4418e-04,1.5296e-03,1.07577,60,0.87667,1,"315.7|457.7|129|238.2|362.1|71.81|520.6|529.5|363.7|414.9|525.7|85.19|375.9|48.52|66.26|424.8|138.5|442|408.5|525.8|45.32|647.9|124.2|406.4|427.8|85.75|689.5|248.2|43.84|354.9|210.1|388.9|227.1|51.48|580.5|349.6|661.3|625|224.2|31.07|232.1|577.8|269.7|454.1|9.159|563.8|522|677.3|292.2|273.9|406.1|89.99|160.1|504.6|546.9|260|261.7|288|169|718.1","5.322|11.68|0.5687|3.909|0.4764|7.882|4.363|7.465|5.346|9.486|0.2316|0.2028|2.042|0.201|11.28|2.296|0.2909|7.139|1.129|2.891|7.742|8.161|0.2025|4.658|1.99|6.228|5.812|4.568|5.388|5.979|0.2341|1.002|6.064|3.873|4.636|0.3672|0.402|1.365|1.323|0.1983|0.8301|1.946|2.199|2.529|0.2824|2.052|0.3096|0.6146|1.124|2.099|9.963|0.2881|4.31|1.062|1.587|0.7096|1.136|0.8031|0.1791|5.862","0.0006934|7.165|0.0001027|0.09746|0.5484|0.02705|33.35|0.1468|0.08961|3.16|0.05641|12.01|0.02164|0.0001741|1.651|0.02306|0.04744|0.01797|12.5|9.626|0.02578|17.94|21.63|8.071|0.00871|0.0008697|0.833|0.2099|0.0002525|0.6112|0.0001182|0.01375|0.3693|5.71|0.02525|0.1532|0.004643|3.442|0.03073|9.049|2.072|18.58|3.001|0.00288|0.1841|0.0003699|0.007277|37.79|0.002958|18.43|0.3503|0.000888|1.826|0.008925|80.91|0.002682|33.12|0.1018|0.05461|0.00953"
8145,3.6861e-01,1.4420e-03,1.0399e+00,1.5808e-03,4.4160e-02,2.5751e-04,36.76896,3,0.17371,1,"428.2|263.7|479.5","1.358|2.129|3.548","32.02|29.21|43.46"
8146,2.0938e+00,2.3458e-03,2.4869e+00,1.7296e-01,1.6383e-02,8.7241e-04,82.45046,10,0.96932,1,"411.9|359.3|295.9|441.8|637.9|618.4|109.7|253.4|95.93|243.4","1.697|0.4013|2.658|2.567|0.4195|0.3909|1.111|0.2044|2.042|0.1858","90.42|0.0002059|93.81|24.72|77.16|14.32|0.002537|0.00252|2.554|67.42"
8147,9.4006e-03,4.9833e-01,6.5955e-01,1.3589e-03,3.7011e-04,5.2828e-05,4.65434,1,0.99154,1,"46.31","4.745","0.000452"
8148,2.5955e-03,1.4569e-01,7.9782e+00,1.9710e-01,3.0815e-01,3.7667e-04,1.19950,4,0.46630,1,"54.27|388.9|622.6|415.4","0.4782|6.482|1.888|0.5596","0.2407|2.633|0.001906|0.004358"
8149,1.5158e-01,3.2215e-04,2.5921e-01,2.4354e-03,1.9778e-02,5.6905e-05,2.60984,7,0.02489,1,"52.35|675.3|317.8|636.1|465.9|372|102.1","8.565|0.2253|1.524|8.338|8.063|1.331|2.337","0.01828|44.31|6.225|9.255|0.02009|26.13|0.2219"
8150,3.8459e-03,3.2824e-02,9.0573e-01,3.1867e-03,1.8141e-01,6.0804e-05,1.70097,5,0.98283,1,"177.7|620.4|619.1|644.6|84.01","0.3744|4.354|6.452|3.503|2.443","0.769|0.007438|0.02166|6.25|0.0001146"
8151,1.0642e-02,2.1599e-03,1.9473e-01,1.4061e-03,8.9754e-01,1.0167e-03,1.56592,2,0.14341,1,"270.2|606.5","0.6262|1.953","0.007586|0.4126"
8152,1.0607e-01,1.9062e-03,9.3510e-01,1.0372e-01,6.1193e-03,4.6210e-04,1.27790,2,0.97475,1,"567.7|647.4","1.11|5.959","0.03233|0.02494"
8153,3.2132e-01,3.1426e-03,1.0751e+00,3.2456e-02,2.9299e-02,1.1290e-02,5.93172,1,0.45090,1,"264.5","3.283","42.35"
8154,5.6196e-01,9.7472e-04,1.1090e-01,3.1289e-02,2.1843e-01,1.0459e-04,7.78019,3,0.10736,1,"481.9|454.7|193.5","3.146|0.8131|3.758","0.4118|0.001243|0.0128"
8155,7.3803e-03,1.7926e-01,1.4204e-01,1.4071e-04,6.1481e-01,8.3058e-05,3.24903,3,0.64751,1,"78.51|617.6|243.7","3.108|0.241|0.1721","0.0005369|0.0008467|0.0314"
8156,1.6245e+00,1.4425e-03,1.1161e+00,2.4657e-03,1.3870e-04,4.9006e-04,2364.41004,6,0.94662,1,"191.7|464.7|397.2|57.15|60.71|327.3","1.564|0.2675|3.544|2.312|4.186|0.2037","36.67|3.801|14.92|3.047|0.3521|0.001288"
8157,1.1383e-02,2.9487e-01,6.9878e-01,7.4891e-01,2.0898e-03,1.4519e-04,1.70701,28,0.86618,1,"2.687|156|445.8|648.5|406|366.6|484.1|368.8|76.3|423.9|672.7|208.5|408.5|674.9|580.4|485.8|696.9|49.11|256.7|450.4|258.5|686.2|405.4|612.7|257.4|5.356|29.61|640.9","1.543|3.611|0.3959|0.1974|0.606|0.3144|0.2121|7.874|0.9536|0.4863|5.259|0.2049|9.11|3.97|6.313|0.4804|3.816|2.528|0.2361|7.312|2.132|3.688|0.6902|2.409|0.2712|5.737|0.4596|2.589","0.0002606|0.002696|2.583|0.002124|1.991|0.01647|0.01527|0.002998|0.4192|0.0001444|16.54|78.82|0.001625|0.1748|0.0444|0.01053|4.482|0.3232|0.7055|0.7442|0.1998|2.449|0.05636|17.95|8.206|0.3355|0.001092|0.0002902"
8158,8.1803e-01,2.8229e-02,1.1301e-01,5.2591e-01,1.2367e-04,3.5615e-02,2.60136,6,0.18504,1,"111.7|315.1|218.4|523|173.9|479.6","0.8662|8.56|0.5576|8.463|0.5325|1.276","0.01743|0.0225|0.06542|0.03841|0.05409|0.0003693"
8159,7.1797e-03,1.9216e-03,1.3758e+00,1.7415e-03,3.6979e-03,1.7764e-05,1.47096,66,0.03737,1,"714.2|519.6|21.19|117.3|87.31|289.1|176.8|195.9|114.7|713.3|228.5|54.36|372.7|105.8|201.7|132.9|312.8|175.7|113.3|592.8|489.3|581.5|513.4|282.8|363.5|403.9|130.7|681.6|52.14|284.3|193|525.3|196.5|225.8|620.7|558.4|543|24.5|375.1|638.1|525.9|337|466.5|649.3|160.5|346.9|559|635.7|406.4|74.47|626.6|448.5|240.8|476.9|407.7|294.8|33|297.5|69.87|620.4|103.5|296.1|659.8|117.6|668.5|28.74","0.1921|1.811|1.812|9.202|0.31|7.936|0.7102|0.1882|1.463|0.461|0.5713|0.187|2.894|0.3015|0.2835|1.061|0.2022|0.3243|2.18|7.298|0.6886|1.233|0.1897|0.9449|0.3561|0.5702|1.401|0.6387|0.7415|0.1875|0.3886|0.2551|5.441|0.206|0.6106|0.4611|0.3557|4.277|3.109|1.119|0.8062|1.691|0.2746|2.737|0.2682|0.7281|0.9281|0.4217|0.3712|7.383|8.669|0.1848|0.7148|6.051|4.546|0.2895|5.302|0.2491|4.454|3.239|8.237|0.3814|0.4548|0.5814|0.3528|0.4532","0.1667|0.0003185|80.91|0.002567|0.0001926|0.0002283|31.18|0.002111|0.007578|0.4826|11.78|1.37|0.04095|0.000334|39.7|6.001|0.9048|0.1644|1.314|0.1009|12|0.01117|55.38|17.6|0.1859|2.329|0.6593|0.102|77.19|0.04565|0.00736|0.005521|0.0001098|0.002021|33.82|20.25|85.12|33.76|0.1306|0.000611|34.73|56.47|1.3|0.0003118|3.415|0.01619|0.08751|0.03772|0.05685|0.17|49.6|2.985|4.71|6.033|11.98|0.002741|0.002104|0.6494|0.06615|55.14|0.01096|0.00975|1.411|0.07156|0.02545|0.00835"
8160,2.9913e-03,8.9673e-03,1.3399e-01,1.6326e-02,3.1381e-04,7.2657e-05,1.17295,3,0.09484,1,"196.6|305.5|586.1","7.546|5.175|1.069","0.03939|0.0004305|0.2305"
8161,1.5894e+00,8.1267e-04,8.4507e+00,9.4887e-02,2.9049e-03,1.6232e-03,12.14928,29,0.99319,1,"524.5|429.7|583|695.3|410.7|292.6|64.2|391.5|127.5|537.5|401.6|201.9|463.3|366.3|391.5|343.8|610.3|141.3|379|449.4|279.1|500.3|299.6|263|540.1|439.5|270.7|653.7|325.1","5.092|0.7817|0.6689|3.451|0.8545|0.2607|0.23|3.717|1.898|0.574|2.314|0.5|5.297|0.512|6.275|0.2549|0.2415|1.757|3.174|0.2836|10.27|3.025|0.2744|7.386|1.878|2.502|0.4617|1.8|0.361","13.32|0.01114|0.04233|0.2542|0.08017|0.1173|4.369|0.008242|0.04275|0.3257|0.0757|0.01024|0.006726|4.928|0.6863|0.002592|0.0001119|77.29|0.0005345|0.004674|0.0006231|0.01694|0.1176|0.4188|0.0001783|0.003423|81.65|0.02663|0.009685"
8162,3.1582e-02,7.8978e-02,1.3817e+00,8.3462e-01,1.6137e-04,1.7899e-03,1.26110,38,0.98370,1,"30.47|590.5|77.23|414.4|671.9|7.562|589.6|673|595.2|230.4|382|518.8|214.4|681.3|543.1|675.3|630.9|393.7|310.3|595.7|473.6|200.5|578|601.5|511.3|538.2|204.9|382.5|672.6|477.8|343.5|429.9|114.1|436.5|622.2|413.4|189.4|179.4","1.351|0.2562|7.351|5.82|1.659|0.7935|0.475|8.048|0.567|0.4529|3.203|0.5417|2.738|1.8|0.1709|3.913|1.293|4.257|1.613|0.1873|1.839|7.248|0.9316|2.603|3.863|4.665|4.426|0.4881|1.793|0.2026|5.064|0.8747|5.11|10.64|0.2276|0.2631|0.6675|3.319","0.4031|0.01391|33.89|0.0003243|0.07223|0.0009594|0.03666|0.1058|0.3601|0.0001449|25.44|0.001373|0.03633|0.04743|0.1149|0.0002188|3.11|0.07607|0.1018|6.062|0.001098|21.54|0.0003932|0.001793|79.02|10.15|0.0001187|0.01832|35.75|0.2948|26.34|0.001961|0.3593|62.02|80.33|0.0001455|0.002948|0.01036"
8163,9.0648e+00,2.3422e-04,4.4430e-01,1.0641e-04,2.5105e-01,2.7605e-02,306.91896,38,0.27474,1,"354.7|608.9|371.6|257.9|436.7|700|11.75|332.4|715.1|225|116.3|562|641.3|229.2|581.4|75.48|135.5|262|486.4|227.1|633.3|254.2|632|106.2|125.4|427|315.7|657|660.6|252.6|509|442.3|14.69|393.9|149.7|522.8|556.6|457.6","5.489|1.965|11.46|4.154|0.6968|0.7816|9.7|0.7038|8.947|0.6066|0.7262|0.7025|1.219|1.937|0.8943|0.2945|0.8556|0.2879|0.1746|10.82|0.1818|0.8852|0.1738|4.691|0.4226|0.5171|0.5222|1.588|1.316|3.065|2.269|0.2703|1.59|7.046|1.169|3.584|0.3457|0.2827","0.0001695|42.16|0.005304|0.213|48.83|3.593|0.02641|0.269|0.02657|13.39|0.001146|0.002375|22.66|0.0226|0.0004859|0.03238|0.09163|0.6408|0.03887|0.0002535|0.09926|1.739|0.2378|0.005745|0.001254|4.033|0.0001059|2.017|0.03661|13.7|0.0001284|0.2528|1.806|3.517|0.02053|0.06516|0.2466|0.784"
8164,4.9876e+00,1.2264e-04,1.2185e+00,1.1177e-03,4.4316e-02,2.8033e-04,56.15264,5,0.01503,1,"128.5|449.6|705.4|183.8|350.4","0.1731|0.8349|3.264|6.338|0.707","0.0002432|0.0006505|0.00331|0.001542|0.0004751"
8165,5.0874e+00,1.7076e-04,8.8793e+00,1.8632e-04,2.1360e-02,1.5411e-05,137.05774,13,0.09795,1,"564|14.99|574|652.6|178.1|569.4|333.6|401.2|225.6|53.94|283.2|13.67|533.6","0.5887|1.114|8.777|0.5755|9.529|0.4662|10.1|0.2256|2.398|5.976|0.7838|5.692|4.02","0.006835|2.224|4.777|0.0001003|29.01|0.001509|22.04|7.013|0.0006251|3.332|0.00152|0.008455|0.5604"
8166,3.7206e-03,7.1216e-01,5.8773e+00,5.4242e-02,1.7884e-03,1.1521e-04,1.75557,1,0.93433,1,"262.2","9.638","0.00169"
8167,2.2399e-01,5.3337e-03,2.1041e-01,3.7131e-04,6.1355e-01,5.3175e-05,209.03894,4,0.33320,1,"594.2|19.4|246.7|457.6","1.475|4.024|5.875|5.587","0.00738|0.4029|0.4623|38.09"
8168,5.6072e-02,2.4870e-04,4.2316e+00,3.8674e-03,8.2052e-02,2.8960e-04,1.39815,6,0.26302,1,"571.9|457.7|441.4|527|447.1|705.4","4.783|3.596|1.674|0.2384|1.069|1.096","0.7406|0.0002585|3.026|0.0004581|0.0003051|0.6222"
8169,3.4830e-02,1.0377e-03,1.5667e+00,1.1912e-02,1.8931e-01,4.2445e-04,1.39869,2,0.01039,1,"620.3|184.5","8.222|1.669","79.09|0.002447"
8170,6.3969e-02,9.6139e-01,9.5098e-01,3.1843e-03,1.0969e-04,1.1107e-03,20082.67800,76,0.04912,1,"492.9|495.6|15.44|4.117|322.7|559.7|601.2|555.9|692|499.9|697|28.36|335.9|638.8|14.77|477.9|312.9|464.4|97.4|545.7|514.4|377.8|536.5|201.7|74.27|620.9|170.1|123.8|320.1|635|329.2|624.5|390.7|185.1|615.6|423.1|553.6|657.8|567|455.4|708.1|316.1|96.68|503.9|21.89|414.7|113.3|292.6|269.7|369.7|279.1|593.2|494.4|74.21|201.1|287.7|615.5|239.8|318.3|219.7|529.5|30.12|225.3|394|387.2|641.7|717.9|402.4|235.1|110.9|718.4|591.2|562.7|167.9|452.9|403.4","0.3814|2.072|8.709|3.194|0.4655|0.1829|0.3931|1.469|0.4487|0.1944|1.258|0.3827|6.96|1.782|0.6709|1.587|0.2083|0.1844|9.702|1.387|0.2324|0.5397|9.5|2.238|1.891|1.738|1.373|5.67|1.277|7.577|3.853|0.6386|0.4072|8.361|0.9207|5.047|0.3846|4.203|1.067|0.7301|0.2469|3.731|0.2261|7.908|0.2111|2.132|8.391|5.44|0.8378|4.396|1.448|2.499|1.28|2.891|2.011|0.4254|2.706|9.807|0.2278|7.901|0.8305|0.2832|5.318|0.3991|0.3159|3.311|2.218|0.8466|3.831|8.853|0.3|4.577|5.649|7.645|0.2907|1.367","0.0001499|0.01384|0.02162|0.0429|0.0003283|0.1855|0.00326|0.00695|81.44|0.05071|98.75|0.0005405|0.08951|0.1057|5.527|0.006341|0.004448|0.003211|0.932|10.87|0.0001044|0.565|0.00464|0.0002973|0.001932|0.001577|58.6|99.94|0.001213|7.005|0.007047|0.00168|0.002778|0.0003213|4.522|54.73|0.2704|50.71|0.6052|0.007423|6.297|0.001062|36.92|0.01925|0.01275|22.39|0.0005649|0.004309|0.005285|0.1422|0.07846|0.001004|0.0868|0.01985|1.945|0.2716|0.0009142|36.91|13.68|0.001173|0.003126|5.24|0.004971|0.01204|3.21|95.53|0.2847|96.99|0.002508|0.01751|5.542|10.77|64.84|0.0005688|43.93|0.006124"
8171,5.5950e-02,2.7439e-02,1.2991e-01,1.4968e-01,2.1812e-01,3.3503e-04,3.81169,1,0.36853,1,"565.4","0.5503","0.005367"
8172,3.8891e-03,5.7914e-02,5.8564e-01,1.8462e-03,2.1992e-01,5.3952e-05,1.80225,2,0.01064,1,"214.2|275.6","0.3978|1.9","2.033|0.02118"
8173,2.4473e-01,2.5077e-02,5.3333e+00,9.2363e-03,1.7168e-02,1.2724e-05,40073.69438,6,0.03281,1,"381.3|59.38|191.9|360.7|445.3|493.1","0.2941|1.954|2.129|0.5459|10.05|8.554","0.001249|0.0009042|0.0001033|0.004358|0.1086|0.03169"
8174,5.9819e-02,1.4453e-04,4.7147e+00,3.5928e-04,2.0971e-02,1.2832e-02,1.02929,63,0.17335,1,"262.2|477.3|397.7|28.24|272|311.5|18.2|23.62|503.9|419.1|384.5|467.4|495.1|602.9|339.2|335.3|494.2|611.3|709.1|314.9|303.9|518.7|428|488.9|447.9|310|518.5|325.7|356.8|357.2|644.9|300.3|522.3|561.4|622.5|355.1|409.4|82.44|628.3|25.16|548.6|328.9|195.3|606.1|561.4|666|568.7|315.5|458.5|69.8|93.82|400|186.3|93.16|35.29|450.7|390.9|317.8|18.02|49.49|678.7|225.7|254.3","8.836|1.126|1.12|0.7999|5.943|6.927|0.2434|4.214|4.199|2.776|3.564|9.069|0.3613|1.585|0.7361|0.5987|1.882|5.006|0.5529|6.968|2.225|4.015|4.54|0.178|1.37|0.2461|0.22|0.9153|0.3518|1.42|5.774|0.1699|0.2283|0.3525|0.4187|0.8176|5.271|3.094|0.3283|0.1851|3.895|1.123|0.4858|1.886|6.271|8.107|1.828|1.657|0.9452|8.923|0.7247|6.73|0.1871|0.8863|0.4517|0.22|0.6179|9.489|1.975|5.862|2.552|0.8767|0.233","13.24|0.04009|0.08522|0.00104|3.753|2.154|0.04114|20.16|2.418|0.002832|0.0156|0.248|0.1304|1.5|80.09|0.0307|0.972|0.3989|0.0009659|0.001017|0.0003482|0.303|0.2252|0.0001359|8.836|0.3262|0.0004424|0.1088|0.0002893|0.0001193|65.99|0.0001582|0.0003522|0.1173|0.909|0.003217|0.000229|29.45|0.00466|0.001336|69.9|0.002994|0.002019|0.009396|1.767|0.06779|0.02399|26.22|12.36|0.7912|0.0008436|0.6148|12.23|18.1|0.09562|0.004283|1.797|0.2779|0.0187|0.02298|0.002065|0.0003676|0.009571"
8175,6.7789e-01,3.1393e-04,1.1243e-01,8.4771e-02,2.8226e-03,9.5924e-05,1.48133,40,0.96779,1,"182.7|239.6|572.2|447.9|389.4|595|255.7|659.8|592.1|398.8|103.3|218.8|567.3|447.4|548.7|546.1|152.4|316.9|610|462.7|523.2|246|574.8|65.27|507.7|433.8|57.42|633.7|450.4|297.6|715.8|455.6|656.5|440.1|254.9|600.6|38.84|341.1|553.4|177.3","0.2609|8.169|1.85|7.834|1.781|0.981|0.2923|5.607|0.6902|0.9249|0.169|0.172|3.768|6.223|0.2633|10.87|7.357|1.834|1.628|0.2786|7.86|2.165|2.586|2.066|2.712|6.858|1.138|5.926|9.539|2.415|0.279|0.1667|1.928|0.2803|9.682|1.267|8.833|1.69|0.3441|0.846","0.0001953|0.1849|31.78|0.5797|32.4|0.002801|0.0002636|9.371|0.02564|0.0001402|0.002696|4.22|0.7979|25.17|99.22|0.3556|2.533|0.1179|6.824|23.87|71.34|44.86|0.0233|68.46|62.37|3.77|4.293|0.1997|65.6|0.0323|0.0001987|40.56|95.32|0.01814|0.03999|0.0009732|0.2165|0.01263|0.000814|1.044"
8176,5.1899e+00,1.8722e-04,8.7894e+00,1.1789e-01,8.0096e-03,2.0916e-04,7.38202,48,0.89985,1,"577.2|232.8|633.3|685.4|412.3|178.5|347.8|314.1|2.944|97.15|599.9|204.9|53.94|87.61|192.4|158.4|13.45|327.1|713.7|242|436.3|533.6|604|228.7|116.2|591.1|366.7|410|155.8|3.712|609.4|588.5|375.3|253.3|563.2|295.1|690.7|113.2|408.9|507.2|43.54|179.5|520.3|711.8|661.3|18.88|595.4|532.5","1.581|0.3207|0.1774|0.1772|6.016|6.124|3.981|10.87|1.721|6.028|3.835|0.8658|0.3386|2.216|3.14|0.2524|0.2572|0.4209|0.491|11.37|2.413|0.212|0.3973|0.341|0.6972|3.248|1.8|9.866|1.097|1.009|2.207|0.1964|0.4345|1.005|0.1803|1.164|1.423|0.4315|0.1901|4.638|6.807|2.658|0.3812|1.305|0.78|10.54|0.7462|0.3087","0.000382|0.0003248|0.00577|0.009796|0.008454|24.86|0.0004526|0.0001764|26.74|38.47|0.0001592|0.4758|2.248|65.64|3.645|2.2|0.002099|0.000481|23.03|0.03451|0.005689|0.07884|2.015|0.3568|0.001055|12.85|0.0007129|0.009271|0.0166|0.01881|0.1184|0.03747|1.37|0.0007733|17.26|0.000348|4.97|84.55|1.28|1.143|6.018|95.17|0.000188|33.41|0.3106|0.005568|46.49|0.01435"
8177,4.5278e-02,5.6380e-01,6.6284e+00,1.3450e-04,2.5544e-02,2.8765e-04,1131.36372,60,0.01041,1,"620|491.9|504.5|108.4|62.07|476.7|288.7|131.5|89.86|489.6|180.2|209.3|527.7|655.5|548.7|443.5|498.8|620.9|576.3|430|348|150.8|707.9|418.8|691.4|555.4|357.5|230.8|385.4|80.99|479.2|165.4|417.8|151.1|562.6|622.5|440.5|701.3|637.5|517.4|580.2|17.91|652|311.3|139.6|574.9|486.9|650|402.3|198.6|109.6|148.3|666.6|371.7|69.63|21.79|389.3|524.1|418.4|447.2","8.943|1.606|3.731|4.618|0.4669|0.1936|0.741|0.1688|0.4537|3.153|7.882|5.452|1.587|5.496|0.3375|6.139|1.131|4.18|5.196|0.2461|4.039|8.005|7.169|0.2732|1.036|2.302|10.66|0.1669|0.584|10.3|0.9346|2.329|0.183|1.212|5.314|0.2215|1.628|3.012|1.343|7.977|0.1989|0.3164|2.862|0.2772|3.754|0.1744|9.83|0.7029|0.4608|1.753|0.1736|2.376|1.237|2.73|1.488|2.718|0.1776|0.8057|0.7179|1.74","7.663|8.758|0.0005271|0.0002829|0.001377|0.001898|0.7342|0.0005061|0.01534|0.2687|0.01264|0.001055|0.1502|0.02159|0.3692|0.0002718|8.788|0.02192|0.0008246|0.001249|81.38|0.0005665|0.01235|0.432|1.826|0.0005606|0.000836|0.0001566|0.4546|0.0007737|0.3682|1.449|0.0006678|38.36|0.1541|0.402|0.993|0.9753|0.0206|0.001214|0.05255|65.41|0.008042|0.05895|0.001461|0.0001024|3.275|0.0002461|3.154|0.0369|0.003827|0.04732|0.003217|0.6467|0.001985|0.0006849|0.4625|0.001488|77.09|0.1849"
8178,3.1855e+00,2.1332e-03,5.2019e-01,2.2141e-04,2.6070e-02,5.2929e-04,812143.34891,4,0.99300,1,"679.4|184.4|567.8|255.4","0.2437|1.075|3.547|0.2678","1.622|0.0001027|0.3662|0.0001389"
8179,1.6756e-02,6.2920e-02,3.0219e+00,5.4372e-04,1.2588e-01,2.4780e-05,9.90286,5,0.04543,1,"188.9|669.8|440|496|111.5","3.583|2.86|10.13|11.29|0.2291","0.0001008|0.02863|0.001612|0.0006849|0.05377"
8180,1.5023e+00,1.6440e-03,3.4997e-01,3.3911e-01,1.6844e-03,1.4418e-05,3.33422,14,0.82863,1,"632.9|632.3|380.8|598.6|162.6|442.9|517|127.5|626.2|151.3|130.2|561.9|678.4|158.7","5.222|0.7856|6.369|0.8484|3.012|4.679|0.2453|2.751|1.92|0.375|0.2928|0.3582|0.2129|0.2097","1.329|0.06268|0.1036|15.45|71.74|89.55|0.2087|0.00325|0.0002124|5.197|1.562|0.00915|0.007981|97.56"
8181,9.6460e-02,1.0746e-01,7.9767e-01,2.4187e-03,5.0785e-01,1.5102e-05,27016.64765,35,0.77026,1,"22.15|268.3|340.5|298|677.3|569.9|109.3|375.4|691.9|281.3|67.92|27.06|658.9|315.5|622.6|493.9|548.5|505.3|399.5|275.9|103.5|617|524.6|352|407.1|589|57.97|701.3|542|45.65|703.1|315.9|323.6|90.76|346.7","3.458|3.571|2.114|2.81|0.5242|8.748|0.3141|0.6545|0.3716|0.5493|2.898|0.2845|4.755|7.53|0.1701|0.2345|0.3112|5.279|3.642|0.6868|1.775|2.293|1.798|1.453|3.822|0.6546|0.2013|0.5557|0.332|1.424|0.172|1.854|0.4844|0.7169|0.7537","19.01|62.12|0.6226|37.09|0.4153|0.01673|0.01879|0.3003|0.2056|1.491|0.04793|0.00291|31.02|0.0003336|0.0002589|0.01275|44.01|0.282|27.2|0.001887|0.3162|7.62|2.453|5.443|0.000138|0.0755|0.001317|0.003948|0.001551|0.8243|4.224|0.0196|12.6|0.0604|12.78"
